sample_id	chrom	start	end	cn_a	cn_b
SM200303_4_015	chr11	67530296	85673687	6	1
SM200303_4_015	chr11	85673687	113341408	6	1
SM200303_4_015	chr11	113341408	126670667	6	1
SM200303_4_015	chr11	126670667	130665521	6	1
SM200303_4_015	chr11	130665521	135086622	6	1
SM200303_4_015	chr12	0	22988750	4	1
SM200303_4_015	chr12	22988750	25383181	8	1
SM200303_4_015	chr12	25383181	27636495	8	1
SM200303_4_015	chr12	27636495	34282198	7	1
SM200303_4_015	chr12	34282198	133275309	4	1
SM200303_4_015	chr13	0	23461344	7	1
SM200303_4_015	chr13	23461344	26170504	7	1
SM200303_4_015	chr13	26170504	91997157	7	1
SM200303_4_015	chr13	91997157	114364328	5	1
SM200303_4_015	chr14	0	27373513	6	1
SM200303_4_015	chr14	27373513	28166086	8	1
SM200303_4_015	chr14	28166086	36484130	8	1
SM200303_4_015	chr14	36484130	47526296	4	1
SM200303_4_015	chr14	47526296	49295457	4	1
SM200303_4_015	chr14	49295457	51055879	4	1
SM200303_4_015	chr14	51055879	107043718	4	1
SM200303_4_015	chr15	0	25584893	3	1
SM200303_4_015	chr15	25584893	26668901	3	1
SM200303_4_015	chr15	26668901	50870697	3	1
SM200303_4_015	chr15	50870697	54500311	3	1
SM200303_4_015	chr15	54500311	65072560	3	1
SM200303_4_015	chr15	65072560	101991189	5	1
SM200303_4_015	chr16	0	4009751	6	1
SM200303_4_015	chr16	4009751	27374280	6	1
SM200303_4_015	chr16	27374280	30372196	6	1
SM200303_4_015	chr16	30372196	35549088	4	1
SM200303_4_015	chr16	35549088	90338345	4	1
SM200303_4_015	chr17	0	10391415	8	1
SM200303_4_015	chr17	10391415	12172830	8	1
SM200303_4_015	chr17	12172830	21394997	8	1
SM200303_4_015	chr17	21394997	26919979	6	1
SM200303_4_015	chr17	26919979	31213740	5	1
SM200303_4_015	chr17	31213740	37302335	2	1
SM200303_4_015	chr17	37302335	39561781	2	1
SM200303_4_015	chr17	39561781	56586233	4	1
SM200303_4_015	chr17	56586233	59693423	5	1
SM200303_4_015	chr17	59693423	61766593	4	1
SM200303_4_015	chr17	61766593	83257441	4	1
SM200303_4_015	chr18	0	2904186	4	1
SM200303_4_015	chr18	2904186	4524558	4	1
SM200303_4_015	chr18	4524558	15005780	4	1
SM200303_4_015	chr18	15005780	21814326	4	1
SM200303_4_015	chr18	21814326	80373285	2	1
SM200303_4_015	chr19	0	9337728	4	1
SM200303_4_015	chr19	9337728	25770267	4	1
SM200303_4_015	chr19	25770267	27415827	4	1
SM200303_4_015	chr19	27415827	31204609	8	1
SM200303_4_015	chr19	31204609	35230401	8	1
SM200303_4_015	chr19	35230401	36523288	8	1
SM200303_4_015	chr19	36523288	37469124	8	1
SM200303_4_015	chr19	37469124	48481637	8	1
SM200303_4_015	chr19	48481637	55180988	4	1
SM200303_4_015	chr19	55180988	58617616	7	1
SM200303_4_015	chr20	0	28854238	4	1
SM200303_4_015	chr20	28854238	31622686	8	1
SM200303_4_015	chr20	31622686	32795383	7	1
SM200303_4_015	chr20	32795383	35120982	7	1
SM200303_4_015	chr20	35120982	36730571	7	1
SM200303_4_015	chr20	36730571	39689593	7	1
SM200303_4_015	chr20	39689593	41307403	7	1
SM200303_4_015	chr20	41307403	58543004	8	1
SM200303_4_015	chr20	58543004	60630964	8	1
SM200303_4_015	chr20	60630964	64444167	8	1
SM200303_4_015	chr21	0	17015457	8	1
SM200303_4_015	chr21	17015457	18486084	8	1
SM200303_4_015	chr21	18486084	34268138	8	1
SM200303_4_015	chr21	34268138	35186205	8	1
SM200303_4_015	chr21	35186205	46709983	8	1
SM200303_4_015	chr22	0	11688283	4	1
SM200303_4_015	chr22	11688283	50818468	4	1
SM200303_4_015	chrX	0	88936530	2	1
SM200303_4_015	chrX	88936530	93539680	2	1
SM200303_4_015	chrX	93539680	97037298	2	1
SM200303_4_015	chrX	97037298	116640952	2	1
SM200303_4_015	chrX	116640952	156040895	2	1
SM200303_4_016	chr1	0	109574083	8	1
SM200303_4_016	chr1	109574083	110981134	6	1
SM200303_4_016	chr1	110981134	121597637	6	1
SM200303_4_016	chr1	121597637	124983809	6	1
SM200303_4_016	chr1	124983809	152762724	8	1
SM200303_4_016	chr1	152762724	163938570	8	1
SM200303_4_016	chr1	163938570	174231931	8	1
SM200303_4_016	chr1	174231931	175520816	8	1
SM200303_4_016	chr1	175520816	201765706	6	1
SM200303_4_016	chr1	201765706	204725393	6	1
SM200303_4_016	chr1	204725393	208660610	6	1
SM200303_4_016	chr1	208660610	230854641	6	1
SM200303_4_016	chr1	230854641	240812373	6	1
SM200303_4_016	chr1	240812373	248956422	6	1
SM200303_4_016	chr2	0	12802066	4	1
SM200303_4_016	chr2	12802066	29164090	4	1
SM200303_4_016	chr2	29164090	89604222	6	1
SM200303_4_016	chr2	89604222	89852384	8	1
SM200303_4_016	chr2	89852384	90089350	6	1
SM200303_4_016	chr2	90089350	105925269	6	1
SM200303_4_016	chr2	105925269	144909324	6	1
SM200303_4_016	chr2	144909324	194547638	6	1
SM200303_4_016	chr2	194547638	215464533	6	1
SM200303_4_016	chr2	215464533	236923891	6	1
SM200303_4_016	chr2	236923891	242193529	6	1
SM200303_4_016	chr3	0	91580742	4	1
SM200303_4_016	chr3	91580742	93470511	4	1
SM200303_4_016	chr3	93470511	104055772	6	1
SM200303_4_016	chr3	104055772	105265660	4	1
SM200303_4_016	chr3	105265660	172432048	6	1
SM200303_4_016	chr3	172432048	179874085	6	1
SM200303_4_016	chr3	179874085	181425038	6	1
SM200303_4_016	chr3	181425038	195873089	6	1
SM200303_4_016	chr3	195873089	198295559	6	1
SM200303_4_016	chr4	0	1489597	4	1
SM200303_4_016	chr4	1489597	48336632	4	1
SM200303_4_016	chr4	48336632	53691648	4	1
SM200303_4_016	chr4	53691648	54799938	4	1
SM200303_4_016	chr4	54799938	58965232	3	1
SM200303_4_016	chr4	58965232	62639991	3	1
SM200303_4_016	chr4	62639991	87891112	3	1
SM200303_4_016	chr4	87891112	106617411	3	1
SM200303_4_016	chr4	106617411	109400752	3	1
SM200303_4_016	chr4	109400752	120452102	3	1
SM200303_4_016	chr4	120452102	121861025	3	1
SM200303_4_016	chr4	121861025	124595406	3	1
SM200303_4_016	chr4	124595406	147084070	3	1
SM200303_4_016	chr4	147084070	148624002	3	1
SM200303_4_016	chr4	148624002	156879082	3	1
SM200303_4_016	chr4	156879082	159597881	3	1
SM200303_4_016	chr4	159597881	169129556	3	1
SM200303_4_016	chr4	169129556	171483233	3	1
SM200303_4_016	chr4	171483233	190214555	3	1
SM200303_4_016	chr5	0	3707870	8	1
SM200303_4_016	chr5	3707870	6010332	8	1
SM200303_4_016	chr5	6010332	19006030	8	1
SM200303_4_016	chr5	19006030	21047935	8	1
SM200303_4_016	chr5	21047935	43242902	8	1
SM200303_4_016	chr5	43242902	49667015	8	1
SM200303_4_016	chr5	49667015	129854456	4	1
SM200303_4_016	chr5	129854456	130678455	7	1
SM200303_4_016	chr5	130678455	133888622	7	1
SM200303_4_016	chr5	133888622	145525739	8	1
SM200303_4_016	chr5	145525739	159417157	8	1
SM200303_4_016	chr5	159417157	165489397	8	1
SM200303_4_016	chr5	165489397	171849749	8	1
SM200303_4_016	chr5	171849749	172588797	8	1
SM200303_4_016	chr5	172588797	181538259	8	1
SM200303_4_016	chr6	0	2753062	6	1
SM200303_4_016	chr6	2753062	4677318	7	1
SM200303_4_016	chr6	4677318	9135007	7	1
SM200303_4_016	chr6	9135007	10790918	7	1
SM200303_4_016	chr6	10790918	12065876	7	1
SM200303_4_016	chr6	12065876	14578006	8	1
SM200303_4_016	chr6	14578006	16302301	8	1
SM200303_4_016	chr6	16302301	19840773	8	1
SM200303_4_016	chr6	19840773	21651293	8	1
SM200303_4_016	chr6	21651293	24665706	8	1
SM200303_4_016	chr6	24665706	27574199	8	1
SM200303_4_016	chr6	27574199	41944330	6	1
SM200303_4_016	chr6	41944330	44151462	6	1
SM200303_4_016	chr6	44151462	44530837	6	1
SM200303_4_016	chr6	44530837	57776872	2	1
SM200303_4_016	chr6	57776872	59338094	6	1
SM200303_4_016	chr6	59338094	170805979	6	1
SM200303_4_016	chr7	0	38713377	4	1
SM200303_4_016	chr7	38713377	40904005	4	1
SM200303_4_016	chr7	40904005	42451666	4	1
SM200303_4_016	chr7	42451666	44913661	4	1
SM200303_4_016	chr7	44913661	57309786	4	1
SM200303_4_016	chr7	57309786	62953660	4	1
SM200303_4_016	chr7	62953660	118421210	4	1
SM200303_4_016	chr7	118421210	124908193	8	1
SM200303_4_016	chr7	124908193	126093963	8	1
SM200303_4_016	chr7	126093963	126660375	8	1
SM200303_4_016	chr7	126660375	141584294	8	1
SM200303_4_016	chr7	141584294	144804283	8	1
SM200303_4_016	chr7	144804283	159345973	8	1
SM200303_4_016	chr8	0	27730895	2	1
SM200303_4_016	chr8	27730895	44955716	4	1
SM200303_4_016	chr8	44955716	46319232	8	1
SM200303_4_016	chr8	46319232	101234304	8	1
SM200303_4_016	chr8	101234304	103166131	8	1
SM200303_4_016	chr8	103166131	110589500	8	1
SM200303_4_016	chr8	110589500	115823120	8	1
SM200303_4_016	chr8	115823120	120726988	8	1
SM200303_4_016	chr8	120726988	122057048	8	1
SM200303_4_016	chr8	122057048	135575298	8	1
SM200303_4_016	chr8	135575298	138768256	8	1
SM200303_4_016	chr8	138768256	141906907	8	1
SM200303_4_016	chr8	141906907	145138636	8	1
SM200303_4_016	chr9	0	902443	6	1
SM200303_4_016	chr9	902443	11304888	6	1
SM200303_4_016	chr9	11304888	23691723	4	1
SM200303_4_016	chr9	23691723	25032828	2	1
SM200303_4_016	chr9	25032828	93091141	4	1
SM200303_4_016	chr9	93091141	94406881	4	1
SM200303_4_016	chr9	94406881	114379361	4	1
SM200303_4_016	chr9	114379361	117966052	4	1
SM200303_4_016	chr9	117966052	134065051	6	1
SM200303_4_016	chr9	134065051	138394717	5	1
SM200303_4_016	chr10	0	16964079	6	1
SM200303_4_016	chr10	16964079	26516217	7	1
SM200303_4_016	chr10	26516217	29274008	7	1
SM200303_4_016	chr10	29274008	33342150	7	1
SM200303_4_016	chr10	33342150	36604098	7	1
SM200303_4_016	chr10	36604098	43829517	7	1
SM200303_4_016	chr10	43829517	54293778	4	1
SM200303_4_016	chr10	54293778	73243069	4	1
SM200303_4_016	chr10	73243069	133797422	4	1
SM200303_4_016	chr11	0	41710631	4	1
SM200303_4_016	chr11	41710631	50554376	4	1
SM200303_4_016	chr11	50554376	56188669	6	1
SM200303_4_016	chr11	56188669	58996905	6	1
SM200303_4_016	chr11	58996905	67530296	6	1
SM200303_4_016	chr11	67530296	85673687	6	1
SM200303_4_016	chr11	85673687	113341408	6	1
SM200303_4_016	chr11	113341408	126670667	6	1
SM200303_4_016	chr11	126670667	130665521	6	1
SM200303_4_016	chr11	130665521	135086622	6	1
SM200303_4_016	chr12	0	22988750	4	1
SM200303_4_016	chr12	22988750	25383181	8	1
SM200303_4_016	chr12	25383181	27636495	8	1
SM200303_4_016	chr12	27636495	34282198	8	1
SM200303_4_016	chr12	34282198	133275309	4	1
SM200303_4_016	chr13	0	23461344	6	1
SM200303_4_016	chr13	23461344	26170504	8	1
SM200303_4_016	chr13	26170504	91997157	6	1
SM200303_4_016	chr13	91997157	114364328	4	1
SM200303_4_016	chr14	0	27373513	6	1
SM200303_4_016	chr14	27373513	28166086	8	1
SM200303_4_016	chr14	28166086	36484130	8	1
SM200303_4_016	chr14	36484130	47526296	4	1
SM200303_4_016	chr14	47526296	49295457	4	1
SM200303_4_016	chr14	49295457	51055879	4	1
SM200303_4_016	chr14	51055879	107043718	4	1
SM200303_4_016	chr15	0	25584893	4	1
SM200303_4_016	chr15	25584893	26668901	3	1
SM200303_4_016	chr15	26668901	50870697	3	1
SM200303_4_016	chr15	50870697	54500311	3	1
SM200303_4_016	chr15	54500311	65072560	3	1
SM200303_4_016	chr15	65072560	101991189	5	1
SM200303_4_016	chr16	0	4009751	6	1
SM200303_4_016	chr16	4009751	27374280	6	1
SM200303_4_016	chr16	27374280	30372196	6	1
SM200303_4_016	chr16	30372196	35549088	6	1
SM200303_4_016	chr16	35549088	90338345	4	1
SM200303_4_016	chr17	0	10391415	8	1
SM200303_4_016	chr17	10391415	12172830	8	1
SM200303_4_016	chr17	12172830	21394997	8	1
SM200303_4_016	chr17	21394997	26919979	8	1
SM200303_4_016	chr17	26919979	31213740	4	1
SM200303_4_016	chr17	31213740	37302335	2	1
SM200303_4_016	chr17	37302335	39561781	2	1
SM200303_4_016	chr17	39561781	56586233	4	1
SM200303_4_016	chr17	56586233	59693423	4	1
SM200303_4_016	chr17	59693423	61766593	4	1
SM200303_4_016	chr17	61766593	83257441	4	1
SM200303_4_016	chr18	0	2904186	4	1
SM200303_4_016	chr18	2904186	4524558	4	1
SM200303_4_016	chr18	4524558	15005780	4	1
SM200303_4_016	chr18	15005780	21814326	4	1
SM200303_4_016	chr18	21814326	80373285	2	1
SM200303_4_016	chr19	0	9337728	4	1
SM200303_4_016	chr19	9337728	25770267	4	1
SM200303_4_016	chr19	25770267	27415827	4	1
SM200303_4_016	chr19	27415827	31204609	8	1
SM200303_4_016	chr19	31204609	35230401	8	1
SM200303_4_016	chr19	35230401	36523288	8	1
SM200303_4_016	chr19	36523288	37469124	8	1
SM200303_4_016	chr19	37469124	48481637	8	1
SM200303_4_016	chr19	48481637	55180988	5	1
SM200303_4_016	chr19	55180988	58617616	7	1
SM200303_4_016	chr20	0	28854238	4	1
SM200303_4_016	chr20	28854238	31622686	8	1
SM200303_4_016	chr20	31622686	32795383	8	1
SM200303_4_016	chr20	32795383	35120982	8	1
SM200303_4_016	chr20	35120982	36730571	8	1
SM200303_4_016	chr20	36730571	39689593	8	1
SM200303_4_016	chr20	39689593	41307403	8	1
SM200303_4_016	chr20	41307403	58543004	8	1
SM200303_4_016	chr20	58543004	60630964	8	1
SM200303_4_016	chr20	60630964	64444167	8	1
SM200303_4_016	chr21	0	17015457	8	1
SM200303_4_016	chr21	17015457	18486084	7	1
SM200303_4_016	chr21	18486084	34268138	7	1
SM200303_4_016	chr21	34268138	35186205	7	1
SM200303_4_016	chr21	35186205	46709983	7	1
SM200303_4_016	chr22	0	11688283	4	1
SM200303_4_016	chr22	11688283	50818468	4	1
SM200303_4_016	chrX	0	88936530	2	1
SM200303_4_016	chrX	88936530	93539680	2	1
SM200303_4_016	chrX	93539680	97037298	2	1
SM200303_4_016	chrX	97037298	116640952	2	1
SM200303_4_016	chrX	116640952	156040895	2	1
SM200303_4_028	chr1	0	109574083	8	1
SM200303_4_028	chr1	109574083	110981134	8	1
SM200303_4_028	chr1	110981134	121597637	6	1
SM200303_4_028	chr1	121597637	124983809	8	1
SM200303_4_028	chr1	124983809	152762724	8	1
SM200303_4_028	chr1	152762724	163938570	8	1
SM200303_4_028	chr1	163938570	174231931	8	1
SM200303_4_028	chr1	174231931	175520816	6	1
SM200303_4_028	chr1	175520816	201765706	6	1
SM200303_4_028	chr1	201765706	204725393	6	1
SM200303_4_028	chr1	204725393	208660610	6	1
SM200303_4_028	chr1	208660610	230854641	6	1
SM200303_4_028	chr1	230854641	240812373	6	1
SM200303_4_028	chr1	240812373	248956422	6	1
SM200303_4_028	chr2	0	12802066	4	1
SM200303_4_028	chr2	12802066	29164090	4	1
SM200303_4_028	chr2	29164090	89604222	6	1
SM200303_4_028	chr2	89604222	89852384	6	1
SM200303_4_028	chr2	89852384	90089350	6	1
SM200303_4_028	chr2	90089350	105925269	6	1
SM200303_4_028	chr2	105925269	144909324	6	1
SM200303_4_028	chr2	144909324	194547638	6	1
SM200303_4_028	chr2	194547638	215464533	6	1
SM200303_4_028	chr2	215464533	236923891	6	1
SM200303_4_028	chr2	236923891	242193529	5	1
SM200303_4_028	chr3	0	91580742	4	1
SM200303_4_028	chr3	91580742	93470511	6	1
SM200303_4_028	chr3	93470511	104055772	6	1
SM200303_4_028	chr3	104055772	105265660	4	1
SM200303_4_028	chr3	105265660	172432048	6	1
SM200303_4_028	chr3	172432048	179874085	6	1
SM200303_4_028	chr3	179874085	181425038	6	1
SM200303_4_028	chr3	181425038	195873089	6	1
SM200303_4_028	chr3	195873089	198295559	6	1
SM200303_4_028	chr4	0	1489597	4	1
SM200303_4_028	chr4	1489597	48336632	4	1
SM200303_4_028	chr4	48336632	53691648	5	1
SM200303_4_028	chr4	53691648	54799938	5	1
SM200303_4_028	chr4	54799938	58965232	3	1
SM200303_4_028	chr4	58965232	62639991	3	1
SM200303_4_028	chr4	62639991	87891112	3	1
SM200303_4_028	chr4	87891112	106617411	3	1
SM200303_4_028	chr4	106617411	109400752	3	1
SM200303_4_028	chr4	109400752	120452102	3	1
SM200303_4_028	chr4	120452102	121861025	3	1
SM200303_4_028	chr4	121861025	124595406	3	1
SM200303_4_028	chr4	124595406	147084070	3	1
SM200303_4_028	chr4	147084070	148624002	3	1
SM200303_4_028	chr4	148624002	156879082	4	1
SM200303_4_028	chr4	156879082	159597881	3	1
SM200303_4_028	chr4	159597881	169129556	3	1
SM200303_4_028	chr4	169129556	171483233	3	1
SM200303_4_028	chr4	171483233	190214555	3	1
SM200303_4_028	chr5	0	3707870	7	1
SM200303_4_028	chr5	3707870	6010332	7	1
SM200303_4_028	chr5	6010332	19006030	8	1
SM200303_4_028	chr5	19006030	21047935	8	1
SM200303_4_028	chr5	21047935	43242902	8	1
SM200303_4_028	chr5	43242902	49667015	8	1
SM200303_4_028	chr5	49667015	129854456	4	1
SM200303_4_028	chr5	129854456	130678455	7	1
SM200303_4_028	chr5	130678455	133888622	7	1
SM200303_4_028	chr5	133888622	145525739	8	1
SM200303_4_028	chr5	145525739	159417157	8	1
SM200303_4_028	chr5	159417157	165489397	8	1
SM200303_4_028	chr5	165489397	171849749	8	1
SM200303_4_028	chr5	171849749	172588797	8	1
SM200303_4_028	chr5	172588797	181538259	8	1
SM200303_4_028	chr6	0	2753062	6	1
SM200303_4_028	chr6	2753062	4677318	7	1
SM200303_4_028	chr6	4677318	9135007	7	1
SM200303_4_028	chr6	9135007	10790918	7	1
SM200303_4_028	chr6	10790918	12065876	8	1
SM200303_4_028	chr6	12065876	14578006	8	1
SM200303_4_028	chr6	14578006	16302301	8	1
SM200303_4_028	chr6	16302301	19840773	8	1
SM200303_4_028	chr6	19840773	21651293	8	1
SM200303_4_028	chr6	21651293	24665706	8	1
SM200303_4_028	chr6	24665706	27574199	8	1
SM200303_4_028	chr6	27574199	41944330	6	1
SM200303_4_028	chr6	41944330	44151462	6	1
SM200303_4_028	chr6	44151462	44530837	6	1
SM200303_4_028	chr6	44530837	57776872	2	1
SM200303_4_028	chr6	57776872	59338094	6	1
SM200303_4_028	chr6	59338094	170805979	6	1
SM200303_4_028	chr7	0	38713377	5	1
SM200303_4_028	chr7	38713377	40904005	5	1
SM200303_4_028	chr7	40904005	42451666	5	1
SM200303_4_028	chr7	42451666	44913661	4	1
SM200303_4_028	chr7	44913661	57309786	4	1
SM200303_4_028	chr7	57309786	62953660	4	1
SM200303_4_028	chr7	62953660	118421210	4	1
SM200303_4_028	chr7	118421210	124908193	8	1
SM200303_4_028	chr7	124908193	126093963	6	1
SM200303_4_028	chr7	126093963	126660375	8	1
SM200303_4_028	chr7	126660375	141584294	8	1
SM200303_4_028	chr7	141584294	144804283	8	1
SM200303_4_028	chr7	144804283	159345973	8	1
SM200303_4_028	chr8	0	27730895	2	1
SM200303_4_028	chr8	27730895	44955716	4	1
SM200303_4_028	chr8	44955716	46319232	8	1
SM200303_4_028	chr8	46319232	101234304	8	1
SM200303_4_028	chr8	101234304	103166131	8	1
SM200303_4_028	chr8	103166131	110589500	8	1
SM200303_4_028	chr8	110589500	115823120	8	1
SM200303_4_028	chr8	115823120	120726988	8	1
SM200303_4_028	chr8	120726988	122057048	8	1
SM200303_4_028	chr8	122057048	135575298	8	1
SM200303_4_028	chr8	135575298	138768256	8	1
SM200303_4_028	chr8	138768256	141906907	8	1
SM200303_4_028	chr8	141906907	145138636	8	1
SM200303_4_028	chr9	0	902443	5	1
SM200303_4_028	chr9	902443	11304888	5	1
SM200303_4_028	chr9	11304888	23691723	3	1
SM200303_4_028	chr9	23691723	25032828	1	1
SM200303_4_028	chr9	25032828	93091141	3	1
SM200303_4_028	chr9	93091141	94406881	3	1
SM200303_4_028	chr9	94406881	114379361	4	1
SM200303_4_028	chr9	114379361	117966052	4	1
SM200303_4_028	chr9	117966052	134065051	6	1
SM200303_4_028	chr9	134065051	138394717	5	1
SM200303_4_028	chr10	0	16964079	6	1
SM200303_4_028	chr10	16964079	26516217	6	1
SM200303_4_028	chr10	26516217	29274008	7	1
SM200303_4_028	chr10	29274008	33342150	7	1
SM200303_4_028	chr10	33342150	36604098	7	1
SM200303_4_028	chr10	36604098	43829517	7	1
SM200303_4_028	chr10	43829517	54293778	4	1
SM200303_4_028	chr10	54293778	73243069	4	1
SM200303_4_028	chr10	73243069	133797422	4	1
SM200303_4_028	chr11	0	41710631	4	1
SM200303_4_028	chr11	41710631	50554376	4	1
