"","S02_Normal","S03_Normal","S05_Normal","S06_Normal","S10_Normal","S02_Tumour","S03_Tumour","S05_Tumour","S06_Tumour","S10_Tumour"
"RHBDD3",67.1117770637656,123.970697455012,158.765376812267,88.3324684546748,108.311370529033,138.331053968976,340.980210328108,301.928475180692,189.093509007013,136.980460634395
"SFXN3",276.342611439035,562.787610668786,430.701970941995,484.025873062861,400.942090905717,351.416768416136,681.960420656215,442.828430265014,735.195563019267,185.546260313862
"TMEM87B",804.55177444679,956.345380367238,1319.78808109069,776.965181713568,1304.80364496963,2040.03372519904,3100.46975678582,3478.37086919704,2506.62355539697,2785.68445853765
"OSBPL2",144.487708266695,64.9370320002445,213.315531922122,79.3189512654223,76.0079793186193,79.6451522851679,113.319770498263,144.770832971255,190.606257079069,63.5091226577649
"VPS54",285.027664941404,244.00581721304,187.26172649652,143.314923309115,344.569506244408,208.195222640176,263.391898995963,178.834558376256,121.019845764488,188.036814143578
"SLC39A3",45.0043681486428,116.099542061043,85.4890490527589,177.566288628275,156.449757430825,103.398969633376,186.824486497137,115.352161030572,176.991524430564,378.564182116873
"FKBP1B",4.73730191038345,1.96778884849226,36.6381638797538,14.421627502804,6.33399827655161,11.876908674104,0,7.74175577386389,0,14.9433229782976
"THG1L",63.9535757901766,110.196175515566,20.3545354887521,42.3635307894869,79.8083782845503,74.0560187914719,20.4179766663538,44.9021834884106,1.51274807205611,160.640722016699
"PPP1R32",8.68505350236966,5.90336654547678,15.4694469714516,21.6324412542061,6.96739810420677,0,0,10.0642825060231,0,4.98110765943254
"HYAL4",73.4281796109435,39.3557769698452,62.6919693053566,17.1256826595798,19.0019948296548,15.370117107664,0,14.7093359703414,0,29.8866459565952
"SHARPIN",54.4789719694097,82.6471316366749,69.2054206617572,60.390565167992,46.2381874188268,85.2342857788639,158.239319164242,103.739527369776,190.606257079069,112.074922337232
"ING3",0,19.6778884849226,0,42.3635307894869,70.940780697378,34.9320843356,0,3.09670230954556,0,90.9052147846438
"THEG",9.4746038207669,29.5168327273839,22.7970797474024,0,15.2015958637239,0,0,8.51593135125028,0,0
"ZNF551",56.0580726062042,59.0336654547678,49.6650665925552,44.1662342273374,55.105785005999,39.822576142584,13.2716848331299,42.5796567562514,51.4334344499076,59.7732919131904
"BCHE",146.06680890349,43.2913546668297,15.4694469714516,62.1932686058425,67.7737815591022,31.43887590204,11.2298871664946,13.935160392955,0,4.98110765943254
"MRPL1",35.5297643278759,37.3879881213529,0,27.9419032866828,35.470390348689,66.37096023764,19.3970778330361,11.6126336607958,0,31.1319228714534
"WIPI1",30.7924624174924,0,14.6552655519015,5.40811031355152,14.5681960360687,19.561967227936,0,7.74175577386389,0,9.96221531886508
"PHKG1",52.110321014218,76.7437650911981,41.5232523970543,91.0365236114506,69.0405812144126,20.95925060136,35.7314591661191,27.0961452085236,57.484426738132,21.1697075525883
"RSKR",205.283082783283,147.584163636919,227.970797474024,115.373020022432,121.612766909791,221.469414687704,138.842241331206,201.285650120461,75.6374036028053,197.999029462443
"DDIAS",18.1596573231366,5.90336654547678,0,5.40811031355152,14.5681960360687,15.370117107664,8.1671906665415,14.7093359703414,0,13.6980460634395
"ZSWIM8",397.93336047221,326.652948849715,175.049005203268,222.633874574538,237.524935370685,188.63325541224,177.636396997278,92.1268937089803,261.705416465706,90.9052147846438
"TTLL1",93.1669375708746,151.519741333904,176.677368042368,193.790619568929,115.278768633239,74.754660478184,36.7523579994368,25.5477940537508,0,37.358307445744
"SLC2A5",9.4746038207669,7.87115539396904,12.2127212932513,30.6459584434586,29.1363920721374,11.876908674104,9.18808949985919,8.51593135125028,0,3.7358307445744
"HCAR2",51.3207706958207,70.8403985457213,23.6112611669525,32.4486618813091,82.9753774228261,244.5245903492,40.8359533327075,87.4818402446619,0,72.2260610617718
"RMND5B",403.460212700991,281.393805334393,261.352235675577,302.854177558885,350.270104693304,97.8098361396799,126.591455331393,83.61096235773,205.73373779963,249.055382971627
"FAM222A",0,19.6778884849226,0,0,0,20.95925060136,0,3.87087788693194,0,14.9433229782976
"IL1RL1",55.2685222878069,43.2913546668297,39.0807081384041,136.104109557713,185.586149502962,62.87775180408,95.9644903318626,106.062054101935,69.5864113145809,120.791860741239
"PHC2",171.332419092202,181.036574061288,172.606460944618,279.419032866828,183.052550192342,362.595035403528,318.520435995119,346.830658669102,346.419308500848,133.24462988982
"MED25",171.332419092202,255.812550303994,135.154115645314,233.450095201641,146.315360188342,201.907447459768,162.322914497512,211.349932626484,240.526943456921,247.810106056769
"ZNF382",0,17.7100996364303,38.266526718854,27.9419032866828,19.63539465731,5.589133493696,0,0,0,6.22638457429067
"POLI",62.3744751533821,100.357231273105,17.9119912301019,83.8257098600485,80.4417781122055,132.74192047528,59.2121323324259,84.3851379351164,0,78.4524456360625
"ANXA3",37.8984152830676,68.872609697229,169.349735266418,238.858205515192,194.453747090134,666.504169123247,384.878860160768,572.115751688541,1223.81319029339,143.206845208685
"SZT2",62.3744751533821,37.3879881213529,69.2054206617572,20.7310895352808,21.5355941402755,11.178266987392,18.3761789997184,128.513145846141,0,29.8866459565952
"IRAK3",87.6400853420939,98.3894424246129,131.897389967114,107.260854552105,134.914163290549,114.577236620768,55.1285369991551,103.739527369776,72.6119074586931,27.396092126879
"AMPH",0,7.87115539396904,21.1687169083022,9.01351718925253,5.70059844889645,10.47962530068,0,10.0642825060231,0,26.1508152120208
"TRIM16L",236.865095519173,92.4860758791362,536.545555483506,188.382509255378,670.770417486816,422.67822046076,210.305159663444,619.340461909111,255.654424177482,1237.80525336899
"LEMD3",103.431091710039,167.262052121842,174.234823783718,160.440605968695,165.317355017997,222.168056374416,338.938412661472,226.833444174212,294.985874050941,325.017274777973
"NECTIN1",352.928992323567,244.00581721304,256.467147158277,182.073047222901,188.753148641238,275.96346625124,295.039762828812,204.382352430007,187.580760934957,209.206521696167
"YPEL3",435.831775755278,367.976514668052,339.513651952385,477.716411030384,288.830321410753,384.2529276916,277.684482662411,406.442178127854,632.328694119452,531.733242644423
"CUEDC2",168.174217818613,122.00290860652,394.063807062241,457.886673214029,380.039896593097,341.635784802168,54.1076381658374,207.479054739552,273.807401042155,514.29936583641
"ARSJ",7.10595286557518,0,0,23.4351446920566,12.0345967254481,31.43887590204,26.5433696662599,0,0,3.7358307445744
"WDR46",2.36865095519173,15.7423107879381,60.2494250467063,9.91486890817778,6.33399827655161,0,7.14629183322381,37.934603291933,0,13.6980460634395
"CAPN15",44.2148178302456,80.6793427881826,169.349735266418,54.0811031355152,73.4743800079987,54.494051563536,68.4002218322851,71.2241531195478,54.4589305940198,48.5657996794672
"NEIL2",136.592205082723,92.4860758791362,114.799580156562,94.6419304871516,98.8103731142051,117.371803367616,89.8390973319565,50.3214125301153,181.529768646733,155.659614357267
"ZNF701",15.0014560495476,57.0658766062755,29.3105311038031,34.2513653191596,51.305386040068,33.534800962176,7.14629183322381,0,0,28.6413690417371
"PRPF18",285.027664941404,342.395259637653,178.305730881469,385.778535700008,352.803704003925,345.128993235728,139.863140164523,93.675244863753,0,260.26287520535
"MAP3K3",270.815759210254,212.521195637164,389.992899964491,301.95282583996,125.413165875722,173.961779991288,211.326058496761,217.543337245575,0,97.1315993589345
"PICALM",1769.38226352822,1898.91623879503,1510.30653326541,2357.93609670846,2369.54875525796,1779.44037605546,1069.90197731694,1153.52161030572,1275.2466247433,2322.44144621042
"ZRANB2",150.014560495476,167.262052121842,245.068607284576,89.2338201736,124.779766048067,156.495737823488,169.469206330736,335.218025008306,176.991524430564,123.282414570955
"C10orf55",22.89695923352,0,52.1076108512054,0,0.633399827655161,19.561967227936,8.1671906665415,20.1285650120461,0,6.22638457429067
"TNK2",82.9027834317104,59.0336654547678,15.4694469714516,29.7446067245334,35.470390348689,51.699484816688,123.52875883144,126.190619113981,428.107704391878,56.037461168616
"RNF223",11.0537044575614,1.96778884849226,0,2.70405515677576,8.86759758717225,11.876908674104,51.0449416658844,30.9670230954555,0,0
"DTD1",189.492076415338,127.906275151997,172.606460944618,154.131143936218,109.578170184343,228.455831554824,127.612354164711,99.8686494828441,131.609082268881,103.357983933225
"ZNF615",67.9013273821628,31.4846215758761,40.7090709775043,27.0405515677576,40.5375889699303,57.987259997096,45.9404474992959,21.6769161668189,0,36.1130305308859
"PSMD8",120.801198714778,145.616374788427,40.7090709775043,115.373020022432,158.983356741445,120.166370114464,23.4806731663068,19.3543894346597,133.121830340937,109.584368507516
"AMPD3",167.384667500215,179.068785212796,74.9046905986078,171.256826595798,136.18096294586,231.250398301672,191.928980663725,280.251559013873,508.283352210851,249.055382971627
"TNIP3",19.738757959931,5.90336654547678,42.3374338166044,15.3229792217293,20.2687944849652,40.521217829296,6.12539299990613,44.1280079110242,78.6628997469175,29.8866459565952
"MOB2",110.537044575614,70.8403985457213,110.728673058812,80.2203029843475,96.2767738035845,56.589976623672,26.5433696662599,27.0961452085236,0,33.6224767011696
"DAZAP2",221.074089151228,322.71737115273,634.247325829516,362.343391007952,174.818352432824,472.281780217312,333.833918494884,221.414215132507,48.4079383057954,87.1693840400694
"DYSF",50.5312203774235,11.8067330909536,58.6210622076061,12.6189240649535,24.0691934508961,130.645995415144,40.8359533327075,53.4181148396608,127.070838052713,34.8677536160278
"ISM1",302.397771946144,175.133207515811,166.907191007767,794.090864373148,113.378569150274,99.9057611998159,23.4806731663068,71.2241531195478,66.5609151704686,42.3394151051766
"GAK",106.589292983628,186.939940606765,368.824183056189,162.243309406546,119.07916759917,196.318313966072,377.732568327544,334.44384943092,134.634578412993,120.791860741239
"MTF1",56.8476229246014,70.8403985457213,92.8166818287097,26.1391998488323,69.0405812144126,47.507634696416,83.7137043320504,106.836229679322,211.784730087855,32.3771997863115
"FAR1",16.5805566863421,9.83894424246129,0,25.2378481299071,45.6047875911716,36.329367709024,23.4806731663068,19.3543894346597,0,74.7166148914881
"RAP1A",45.79391846704,98.3894424246129,118.870487254312,71.206785795095,57.6393843166197,38.42529276916,42.8777509993429,10.0642825060231,154.300303349723,62.2638457429067
"MLPH",237.65464583757,175.133207515811,144.924292679915,148.723033622667,259.060529510961,120.865011801176,116.382466998216,59.6115194587519,0,179.319875739571
"RHBDF2",57.6371732429987,88.5504981821516,125.383938610713,48.6729928219637,38.0039896593097,80.34379397188,158.239319164242,92.1268937089803,66.5609151704686,33.6224767011696
"EWSR1",666.380468727272,730.049662790628,765.33053437708,687.731361539968,648.601423518885,604.32505900588,529.84649449188,634.823973456839,298.011370195053,513.054088921551
"ZNF846",15.0014560495476,5.90336654547678,28.496349684253,3.60540687570101,0.633399827655161,19.561967227936,9.18808949985919,0,0,4.98110765943254
"PLEKHH1",286.606765578199,920.925181094377,835.350136458387,98.2473373628526,323.667311931787,69.165526984488,237.869428163021,178.060382798869,0,68.4902303171974
"ACP7",322.926080224472,507.689522911003,262.166417095127,57.6865100112162,413.61008745882,102.001686259952,301.165155828718,347.604834246489,335.830071996455,65.9996764874811
"DEGS1",2416.02397429556,1414.84018206593,900.484650022394,1959.5386369435,1816.590705715,561.009274429736,437.965599493288,466.053697586606,60.5099228822442,1368.55932942909
"ZNF540",38.6879656014649,27.5490438788916,0,31.5473101623839,17.7351951743445,17.4660421678,26.5433696662599,37.934603291933,0,24.9055382971627
"CYTH2",585.846336250754,915.0218145489,1165.09361137617,1111.36666943484,736.643999562952,921.508384773127,1497.65858847705,1892.08511113233,1438.62341652536,1715.99158867451
"SRD5A3",125.538500625161,114.131753212551,97.7017703460102,36.9554204759354,124.779766048067,108.988103127072,77.5883113321443,35.6120765597739,46.8951902337393,48.5657996794672
"APH1A",1924.92367625248,2493.18847103969,3042.59596485867,2920.37956931782,2517.76431492927,3060.05058779856,4868.66653609205,5079.3659632321,7890.49394384465,2027.31081738904
"RPL7L1",186.333875141749,236.134661819071,245.882788704126,210.916302228509,227.390538128203,267.579766010696,191.928980663725,142.448306239096,55.9716786660759,194.263198717869
"ANTXR2",196.598029280913,167.262052121842,176.677368042368,406.509625235289,167.217554500963,280.155316371512,138.842241331206,242.31695572194,63.5354190263564,77.2071687212043
"DCBLD2",161.068264953037,145.616374788427,127.012301449813,186.579805817527,120.979367082136,125.75550360816,258.287404829375,92.1268937089803,186.068012862901,65.9996764874811
"TMEM164",65.5326764269711,277.458227637408,280.892589744779,24.3364964109818,204.588144332617,74.754660478184,55.1285369991551,81.2884356255708,0,16.1885998931557
"CEBPG",19.738757959931,45.259143515322,12.2127212932513,31.5473101623839,36.1037901763442,0,8.1671906665415,8.51593135125028,0,77.2071687212043
"SLC35F6",255.024752842309,218.424562182641,111.542854478362,242.463612390893,198.254146056065,154.399812763352,214.388754996714,90.5785425542075,0,136.980460634395
"PLXNB2",2741.31870547522,3416.08144098256,3412.23432933441,3542.31225537624,2882.60261565864,3387.71353886649,5464.87145474958,4170.48383538048,2898.4253060595,3170.47502522881
"VSIG4",92.3773872524773,82.6471316366749,281.706771164329,75.7135443897213,93.1097746653087,37.726651082448,13.2716848331299,67.3532752326158,0,23.6602613823046
"CAPZB",673.486421592847,733.985240487612,845.934494912538,1040.15988363974,657.469021106057,874.699391763423,686.044015989486,779.594806428094,475.002894625617,410.941381903184
"OCLN",53.6894216510125,31.4846215758761,27.6821682647029,64.8973237626182,67.7737815591022,62.87775180408,22.4597743329891,0,0,13.6980460634395
"FAM210B",52.110321014218,70.8403985457213,108.286128800161,73.0094892329455,63.9733825931713,55.192693250248,80.6510078320973,20.9027405894325,52.9461825219637,28.6413690417371
"CHD6",156.330963042654,133.809641697474,113.171217317462,182.073047222901,150.749158981928,116.673161680904,52.0658404992021,90.5785425542075,113.456105404208,93.3957686143601
"NKIRAS2",25.2656101887117,25.5812550303994,67.577057822657,28.8432550056081,22.1689939679306,6.287775180408,34.7105603328014,10.0642825060231,0,8.71693840400694
"STK32B",95.5355885260663,72.8081873942136,0,85.628413297899,39.9041891422751,63.576393490792,65.337525332332,15.4835115477278,0,13.6980460634395
"SLITRK6",18.9492076415338,9.83894424246129,0,0,1.90019948296548,13.274192047528,18.3761789997184,20.1285650120461,0,4.98110765943254
"USB1",162.647365589832,131.841852848981,210.872987663472,200.100081601406,173.551552777514,317.183325767248,319.541334828436,247.736184763644,397.852742950756,181.810429569288
"PCNX3",116.063896804395,127.906275151997,137.596659903964,124.386537211685,158.34995691379,187.934613725528,179.678194663913,292.638368252055,175.478776358508,171.848214250423
"PRCD",22.1074089151228,3.93557769698452,26.8679868451528,10.816220627103,1.26679965531032,7.68505855383199,0,0,0,6.22638457429067
"INTU",41.0566165566566,15.7423107879381,0,28.8432550056081,13.3013963807584,18.164683854512,39.8150544993898,13.935160392955,0,13.6980460634395
"ARHGAP26",326.084281498061,308.942849213285,368.010001636638,333.500136002344,328.734510553029,418.486370340488,386.920657827404,359.217467907284,432.645948608046,155.659614357267
"INO80C",49.7416700590262,53.130298909291,21.1687169083022,26.1391998488323,72.8409801803435,84.5356440921519,264.412797829281,328.250444811829,273.807401042155,102.112707018367
"B3GNT5",46.5834687854373,25.5812550303994,58.6210622076061,5.40811031355152,23.435793623241,52.3981265034,36.7523579994368,40.2571300240922,190.606257079069,32.3771997863115
"ADGRG3",9.4746038207669,7.87115539396904,0.814181419550085,11.7175723460283,3.80039896593097,33.534800962176,13.2716848331299,32.5153742502283,0,1.24527691485813
"ZNF354B",103.431091710039,59.0336654547678,30.1247125233531,47.7716411030384,78.54157862924,60.083185057232,10.2089883331769,34.0637254050011,43.8696940896271,74.7166148914881
"SENP2",258.972504434295,181.036574061288,171.792279525068,189.283860974303,224.856938817582,220.07213131428,221.535046829938,288.767490365123,468.951902337393,267.734536694499
"WWC3",715.332588467901,458.494801698696,670.88548970927,743.615168113334,476.950070224336,333.950726248336,433.882004160017,250.058711495804,403.90373523898,270.225090524215
"SH3GLB1",255.814303160706,228.263506425102,260.538054256027,192.889267850004,337.602108140201,323.471100947656,253.182910662787,150.964237590346,184.555264790845,135.735183719537
"ADNP",682.171475095217,385.686614304483,455.941594948048,373.159611635055,412.976687631165,312.991475646976,211.326058496761,328.250444811829,125.558089980657,310.073951799675
"BOLA3",73.4281796109435,37.3879881213529,33.3814382015535,55.8838065733657,62.0731831102058,30.041592528616,34.7105603328014,10.8384580834094,0,42.3394151051766
"RIOK2",52.110321014218,37.3879881213529,47.2225223339049,48.6729928219637,52.5721856953784,92.2207026459839,32.668762666166,86.7076646672755,0,140.716291378969
"GPX7",37.1088649646704,92.4860758791362,58.6210622076061,170.355474876873,31.0365915551029,85.9329274655759,121.486961164805,243.865306876712,193.631753223182,104.603260848083
"LVRN",72.6386292925463,37.3879881213529,50.4792480121053,13.5202757838788,18.3685950019997,0,9.18808949985919,0,0,1.24527691485813
"ALKBH5",299.239570672555,279.426016485901,420.117612487844,349.724466942998,277.429124512961,374.471944077632,498.198630659032,680.500332522636,679.223884353191,910.297424761296
"RASEF",26.055160507109,17.7100996364303,0,0,23.435793623241,30.041592528616,6.12539299990613,13.935160392955,0,77.2071687212043
"CCDC3",57.6371732429987,110.196175515566,36.6381638797538,122.583833773834,62.0731831102058,88.7274942124239,78.609210165462,0,0,24.9055382971627
"KIF1B",137.38175540112,145.616374788427,121.313031512963,90.1351718925253,125.413165875722,123.659578548024,56.1494358324728,123.868092381822,127.070838052713,79.6977225509206
"GMDS",240.812847111159,334.524104243684,307.760576589932,246.970370985519,333.168309346615,203.304730833192,408.359533327075,387.087788693194,323.728087420007,354.903920734568
"CCDC8",26.055160507109,104.29280897009,14.6552655519015,99.1486890817778,88.0425760440674,44.014426262856,113.319770498263,27.87032078591,0,41.0941381903184
"WNT7B",20.5283082783283,9.83894424246129,14.6552655519015,32.4486618813091,5.06719862124129,30.740234215328,68.4002218322851,27.0961452085236,0,16.1885998931557
"PLEKHA2",106.589292983628,57.0658766062755,13.8410841323514,73.0094892329455,98.8103731142051,37.726651082448,21.4388754996714,35.6120765597739,0,62.2638457429067
"TTLL5",157.120513361051,96.4216535761207,57.806880788056,67.601378919394,70.3073808697229,79.6451522851679,20.4179766663538,63.4823973456839,0,174.338768080139
"TTC21A",98.6937897996552,13.7745219394458,34.1956196211036,21.6324412542061,33.5701908657235,11.876908674104,62.274828832379,17.0318627025006,0,16.1885998931557
"TENM4",122.380299351573,202.682251394703,122.941394352063,112.668964865657,139.347962084135,113.878594934056,75.5465136655089,40.2571300240922,0,42.3394151051766
"TSEN34",195.808478962516,218.424562182641,165.278828168667,338.908246315895,233.724536404754,287.141733238632,251.141112996151,286.444963632964,352.470300789073,461.997735412368
"XKRX",138.171305719517,114.131753212551,115.613761576112,31.5473101623839,95.6433739759293,19.561967227936,17.3552801664007,27.0961452085236,0,3.7358307445744
"ADAMTS15",56.0580726062042,110.196175515566,331.371837756885,127.090592368461,57.6393843166197,46.808993009704,58.1912334991082,84.3851379351164,0,13.6980460634395
"ZNF141",257.393403797501,224.327928728117,172.606460944618,118.978426898133,215.98934123041,65.672318550928,89.8390973319565,96.7719471732986,37.8187018014026,95.8863224440763
"IL15",48.952119740629,27.5490438788916,58.6210622076061,5.40811031355152,16.4683955190342,32.836159275464,0,11.6126336607958,0,4.98110765943254
"ZC3H13",174.49062036579,204.650040243195,105.029403121961,345.217708348372,430.71188280551,222.168056374416,122.507859998123,49.5472369527289,0,329.998382437406
"C17orf97",10.2641541391641,11.8067330909536,61.8777878858065,19.8297378163556,48.1383869017922,22.356533974784,16.334381333083,139.35160392955,0,67.2449534023393
"TRIM72",8.68505350236966,3.93557769698452,0,9.01351718925253,6.33399827655161,0,0,8.51593135125028,0,13.6980460634395
"SMDT1",31.5820127358897,11.8067330909536,0,5.40811031355152,13.3013963807584,14.671475420952,20.4179766663538,70.4499775421614,0,14.9433229782976
"ZNF407",36.3193146462731,68.872609697229,148.181018358115,62.1932686058425,59.5395837995851,85.9329274655759,90.8599961652742,124.642267959209,251.116179961314,85.9241071252113
"COQ2",161.068264953037,94.4538647276284,198.660266370221,127.090592368461,142.514961222411,132.043278788568,184.782688830501,157.157642209437,89.2521362513102,68.4902303171974
"TP53I11",22.1074089151228,5.90336654547678,0,19.8297378163556,8.86759758717225,24.45245903492,0,24.7736184763644,0,3.7358307445744
"SLC7A2",11.0537044575614,41.3235658183374,0,26.1391998488323,25.3359931062064,0,0,9.29010692863666,0,0
"HMGCS2",20.5283082783283,295.168327273839,0,45.0675859462627,124.779766048067,9.78098361396799,24.5015719996245,23.2252673215917,0,4.98110765943254
"SARM1",102.641541391641,94.4538647276284,87.1174118918591,195.59332300678,93.1097746653087,48.206276383128,58.1912334991082,37.1604277145467,0,151.923783612692
"SLC39A4",11.8432547759586,19.6778884849226,96.07340750691,32.4486618813091,46.8715872464819,36.329367709024,158.239319164242,137.803252774777,68.0736632425247,59.7732919131904
"BRPF3",91.5878369340801,76.7437650911981,22.7970797474024,111.767613146731,104.510971563102,95.7139110795439,87.7972996653211,74.3208554290933,0,51.0563535091835
"IFT52",322.136529906075,265.651494546455,273.564956968829,316.374453342764,229.290737611168,316.484684080536,151.093027331018,49.5472369527289,46.8951902337393,200.48958329216
"MELTF",25.2656101887117,9.83894424246129,0,13.5202757838788,24.0691934508961,6.287775180408,16.334381333083,34.0637254050011,0,7.47166148914881
"ALOXE3",16.5805566863421,15.7423107879381,0,9.01351718925253,8.2341977595171,0,0,12.3868092381822,0,3.7358307445744
"METTL22",49.7416700590262,11.8067330909536,23.6112611669525,15.3229792217293,11.4011968977929,23.055175661496,0,10.8384580834094,0,4.98110765943254
"TMEM106A",138.960856037915,29.5168327273839,53.7359736903056,82.9243581411233,46.2381874188268,16.767400481088,0,20.1285650120461,0,36.1130305308859
"SIPA1L3",109.747494257217,74.7759762427058,0,142.41357159019,83.6087772504813,153.70117107664,18.3761789997184,32.5153742502283,75.6374036028053,78.4524456360625
"SP6",59.2162738797931,96.4216535761207,60.2494250467063,48.6729928219637,46.8715872464819,52.3981265034,0,32.5153742502283,0,22.4149844674464
"DHRS3",54.4789719694097,131.841852848981,79.7897791159083,56.785158292291,46.8715872464819,75.453302164896,18.3761789997184,9.29010692863666,0,17.4338768080139
"BRIP1",13.4223554127531,7.87115539396904,0,19.8297378163556,18.3685950019997,3.49320843356,0,0,0,12.4527691485813
"FPGT",33.9506636910814,9.83894424246129,12.2127212932513,4.50675859462627,12.0345967254481,16.068758794376,0,7.74175577386389,0,6.22638457429067
"NEGR1",66.3222267453683,80.6793427881826,127.012301449813,185.678454098602,90.576175354688,41.219859516008,28.5851673328953,17.0318627025006,0,11.2074922337232
"GGA3",155.541412724257,218.424562182641,289.03440394028,118.978426898133,157.716557086135,180.249555171696,175.594599330642,132.384023733072,54.4589305940198,261.508152120208
"ELK1",172.121969410599,167.262052121842,229.599160313124,111.767613146731,145.681960360687,173.263138304576,138.842241331206,148.641710858187,49.9206863778515,200.48958329216
"TTC14",74.2177299293407,55.0980877577832,41.5232523970543,49.5743445408889,38.6373894869648,34.233442648888,19.3970778330361,4.64505346431833,0,19.9244306377302
"HRH1",22.89695923352,25.5812550303994,23.6112611669525,15.3229792217293,17.1017953466894,34.9320843356,9.18808949985919,57.2889927265928,60.5099228822442,12.4527691485813
"CRYBG2",38.6879656014649,72.8081873942136,83.0465047941087,32.4486618813091,81.0751779398606,45.41170963628,120.466062331487,133.932374887845,217.835722376079,63.5091226577649
"SPATA5",721.648991015079,698.565041214752,874.430844596791,490.335335095338,604.263435583024,706.326745265832,1174.03365831534,1193.77874032981,1021.10494863787,911.542701676154
"SFRP4",0.789550318397242,0,0,52.2783996976647,0,24.45245903492,0,0,63.5354190263564,4.98110765943254
"COPS7B",12.6328050943559,37.3879881213529,61.0636064662564,7.21081375140202,21.5355941402755,12.575550360816,36.7523579994368,0,69.5864113145809,54.7921842537579
"XAB2",78.165481521327,76.7437650911981,71.6479649204075,77.5162478275718,76.0079793186193,76.151943851608,56.1494358324728,56.5148171492064,1.51274807205611,44.8299689348928
"TMPPE",26.8447108255062,15.7423107879381,0,26.1391998488323,22.1689939679306,6.287775180408,28.5851673328953,10.0642825060231,0,9.96221531886508
"ZNF302",189.492076415338,218.424562182641,302.061306653082,214.52170910421,227.390538128203,153.70117107664,193.970778330361,109.158756411481,57.484426738132,204.225414036734
"MAPKBP1",251.86655156872,220.392351031133,95.25922608736,120.781130335984,108.944770356688,99.2071195131039,35.7314591661191,104.513702947162,55.9716786660759,105.848537762941
"CIB1",108.168393620422,149.551952485412,0,84.7270615789738,90.576175354688,74.754660478184,73.5047159988735,41.805481178865,0,41.0941381903184
"MOCS2",96.3251388444635,37.3879881213529,59.4352436271562,17.1256826595798,40.5375889699303,61.480468430656,128.633252998029,107.610405256708,0,39.8488612754603
"SPTLC1",10.2641541391641,31.4846215758761,59.4352436271562,23.4351446920566,28.5029922444822,6.287775180408,17.3552801664007,61.9340461909111,81.6883958910297,14.9433229782976
"CCDC170",26.055160507109,47.2269323638142,59.4352436271562,51.3770479787394,12.6679965531032,46.808993009704,10.2089883331769,22.4510917442053,0,19.9244306377302
"CIB2",71.849078974149,133.809641697474,26.8679868451528,54.0811031355152,101.343972424826,44.713067949568,33.6896614994837,174.189504911937,140.685570701218,62.2638457429067
"TFB2M",93.1669375708746,31.4846215758761,140.853385582165,98.2473373628526,53.2055855230335,199.811522399632,96.9853891651803,201.285650120461,214.810226231967,118.301306911523
"LNP1",15.0014560495476,9.83894424246129,0,35.1527170380849,8.86759758717225,2.794566746848,0,13.935160392955,21.1784730087855,16.1885998931557
"PPP2R2A",314.241026722102,183.00436290978,95.25922608736,127.991944087386,286.930121927788,182.345480231832,134.758645997935,132.384023733072,43.8696940896271,317.545613288824
"DEPDC1",11.8432547759586,25.5812550303994,0,0,12.6679965531032,16.767400481088,43.8986498326606,47.9988857979561,0,69.7355072320555
"EIF4E2",263.709806344679,228.263506425102,301.247125233531,246.970370985519,268.561526925788,155.098454450064,172.531902830689,211.349932626484,441.722437040383,135.735183719537
"HPGD",401.091561745799,129.874064000489,137.596659903964,167.651419720097,146.315360188342,0,35.7314591661191,38.7087788693194,75.6374036028053,19.9244306377302
"ZNF852",11.8432547759586,13.7745219394458,0,12.6189240649535,6.96739810420677,21.657892288072,14.2925836664476,17.8060382798869,0,9.96221531886508
"LINC02694",11.8432547759586,13.7745219394458,87.9315933114092,0,24.0691934508961,0,3.06269649995306,10.0642825060231,0,2.49055382971627
"NNMT",163.436915908229,33.4524104243684,39.8948895579542,161.34195768762,146.948760015997,126.454145294872,82.6928054987327,68.9016263873886,0,21.1697075525883
"RBM7",129.486252217148,35.4201992728607,0,88.3324684546748,84.8755769057916,49.603559756552,22.4597743329891,82.8367867803436,0,193.017921803011
"TAF1B",679.013273821628,578.529921456724,672.51385254837,507.461017754918,501.019263675232,561.707916116448,461.446272659595,654.952538468885,307.087858627389,994.976254971649
"ABCC4",55.2685222878069,35.4201992728607,26.8679868451528,20.7310895352808,17.1017953466894,0,0,0,0,4.98110765943254
"SH3TC1",57.6371732429987,120.035119758028,60.2494250467063,45.9689376651879,55.105785005999,95.0152693928319,55.1285369991551,93.675244863753,0,8.71693840400694
"MTSS1",251.077001250323,116.099542061043,252.396240060526,101.852744238554,138.71456225648,39.123934455872,156.197521497606,104.513702947162,128.583586124769,205.470690951592
"NADK2",236.075545200775,202.682251394703,245.068607284576,160.440605968695,219.789740196341,159.988946257048,221.535046829938,260.897169579213,193.631753223182,545.431288707863
"BCL7C",965.620039399827,1050.79924509487,1427.2600284713,1743.21422440144,1038.14231752681,1139.48459102727,1732.46532014012,1623.44618577926,1795.6319615306,1119.50394645746
"VCPIP1",447.675030531236,383.71882545599,581.325533558761,472.308300716833,492.785065915715,496.734239252232,348.126502161331,451.344361616265,208.759233943743,464.488289242084
"ARSG",48.952119740629,33.4524104243684,100.14431460466,29.7446067245334,34.8369905210339,34.233442648888,24.5015719996245,10.0642825060231,0,26.1508152120208
